Sales Person,Country,Product,Date,Month, Amount ,Boxes Shipped
Ches Bonnell,India,Caramel Stuffed Bars,15/Jun/2024,June,"$7,438 ",54
Van Tuxwell,Canada,50% Dark Bites,05/Dec/2024,December,"$14,581 ",58
Kelci Walkden,New Zealand,Baker's Choco Chips,23/Jun/2024,June,"$3,390 ",115
Beverie Moffet,India,Spicy Special Slims,21/Apr/2024,April,"$3,968 ",182
Gigi Bohling,Australia,Almond Choco,17/Aug/2024,August,"$1,084 ",120
Rafaelita Blaksland,New Zealand,Eclairs,02/Jul/2024,July,"$20,690 ",51
Kelci Walkden,Canada,Smooth Sliky Salty,17/Mar/2024,March,"$8,930 ",121
Jan Morforth,India,Baker's Choco Chips,08/Jan/2024,January,"$15,497 ",85
Jehu Rudeforth,Australia,Milk Bars,18/Mar/2024,March,"$9,172 ",30
Gigi Bohling,Canada,Fruit & Nut Bars,14/Jun/2024,June,"$6,094 ",104
Beverie Moffet,UK,Eclairs,22/Apr/2024,April,"$9,145 ",156
Marney O'Breen,New Zealand,Eclairs,18/Jan/2024,January,"$5,903 ",31
Husein Augar,Australia,99% Dark & Pure,26/Aug/2024,August,"$3,277 ",131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,06/Oct/2024,October,"$9,760 ",424
Curtice Advani,Canada,70% Dark Bites,31/Jan/2024,January,"$2,505 ",7
Kelci Walkden,New Zealand,Manuka Honey Choco,04/Aug/2024,August,"$1,528 ",107
Dotty Strutley,Australia,Baker's Choco Chips,06/Jul/2024,July,"$3,767 ",65
Barr Faughny,Australia,85% Dark Bars,02/Oct/2024,October,"$9,452 ",42
Beverie Moffet,Australia,50% Dark Bites,16/May/2024,May,$765 ,441
Gunar Cockshoot,India,Baker's Choco Chips,18/Mar/2024,March,"$2,433 ",535
Van Tuxwell,Australia,50% Dark Bites,13/Jul/2024,July,$779 ,134
Oby Sorrel,USA,Manuka Honey Choco,25/Jul/2024,July,"$5,051 ",85
Van Tuxwell,Canada,Choco Coated Almonds,19/Aug/2024,August,"$2,727 ",293
Karlen McCaffrey,Canada,70% Dark Bites,24/Jun/2024,June,"$9,089 ",602
Kelci Walkden,Canada,Fruit & Nut Bars,20/Jun/2024,June,$881 ,152
Camilla Castle,India,99% Dark & Pure,08/Feb/2024,February,$228 ,225
Madelene Upcott,New Zealand,70% Dark Bites,22/Feb/2024,February,"$14,194 ",102
Mallorie Waber,New Zealand,Orange Choco,02/Jan/2024,January,"$7,460 ",23
Jan Morforth,Canada,70% Dark Bites,14/Feb/2024,February,"$6,579 ",312
Kelci Walkden,Australia,Milk Bars,24/Feb/2024,February,"$8,975 ",137
Dennison Crosswaite,India,Orange Choco,18/Mar/2024,March,$852 ,123
Husein Augar,UK,Eclairs,30/Aug/2024,August,"$1,955 ",250
Gigi Bohling,USA,Peanut Butter Cubes,05/Sep/2024,September,$323 ,72
Wilone O'Kielt,USA,Smooth Sliky Salty,18/Jan/2024,January,$542 ,86
Curtice Advani,India,White Choc,07/Apr/2024,April,"$7,667 ",347
Oby Sorrel,New Zealand,Spicy Special Slims,06/Mar/2024,March,"$1,826 ",13
Beverie Moffet,New Zealand,Peanut Butter Cubes,23/Feb/2024,February,"$11,511 ",30
Dotty Strutley,New Zealand,99% Dark & Pure,05/Sep/2024,September,"$12,264 ",223
Kelci Walkden,India,70% Dark Bites,06/Jun/2024,June,"$3,879 ",108
Kelci Walkden,India,Drinking Coco,07/Apr/2024,April,"$8,329 ",238
Brien Boise,New Zealand,Drinking Coco,06/Jun/2024,June,"$1,666 ",98
Dotty Strutley,Australia,Almond Choco,13/May/2024,May,"$1,754 ",95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31/Jan/2024,January,"$2,391 ",274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30/Jun/2024,June,"$8,547 ",41
Barr Faughny,Canada,Manuka Honey Choco,25/Aug/2024,August,"$4,116 ",274
Gigi Bohling,New Zealand,Smooth Sliky Salty,01/Oct/2024,October,$787 ,95
Brien Boise,USA,Manuka Honey Choco,22/Aug/2024,August,"$2,096 ",8
Roddy Speechley,New Zealand,85% Dark Bars,14/Apr/2024,April,"$5,221 ",267
Oby Sorrel,UK,Smooth Sliky Salty,31/May/2024,May,"$11,264 ",340
Oby Sorrel,UK,Raspberry Choco,04/Aug/2024,August,"$5,477 ",341
Roddy Speechley,USA,Drinking Coco,21/Feb/2024,February,"$3,389 ",160
Andria Kimpton,Australia,Manuka Honey Choco,30/Mar/2024,March,"$11,560 ",413
Mallorie Waber,India,Raspberry Choco,03/Feb/2024,February,"$1,677 ",2
Jehu Rudeforth,USA,Orange Choco,28/Jul/2024,July,$437 ,174
Kaine Padly,New Zealand,70% Dark Bites,24/Mar/2024,March,"$8,488 ",40
Curtice Advani,Australia,After Nines,08/Nov/2024,November,$72 ,101
Husein Augar,UK,Almond Choco,17/May/2024,May,"$9,864 ",167
Kaine Padly,Canada,Choco Coated Almonds,18/May/2024,May,"$3,469 ",166
Roddy Speechley,UK,Peanut Butter Cubes,17/Aug/2024,August,"$6,770 ",173
Ches Bonnell,New Zealand,Eclairs,04/Apr/2024,April,$564 ,50
Brien Boise,India,85% Dark Bars,08/Sep/2024,September,"$21,044 ",210
Brien Boise,New Zealand,Organic Choco Syrup,17/Jan/2024,January,$677 ,327
Andria Kimpton,Canada,White Choc,14/Feb/2024,February,"$4,368 ",29
Gigi Bohling,New Zealand,Orange Choco,16/May/2024,May,"$9,866 ",306
Ches Bonnell,Canada,Smooth Sliky Salty,16/Mar/2024,March,"$10,724 ",125
Husein Augar,Canada,70% Dark Bites,31/Jan/2024,January,"$5,443 ",284
Barr Faughny,Canada,Organic Choco Syrup,03/Oct/2024,October,"$1,312 ",200
Oby Sorrel,UK,Organic Choco Syrup,30/Jun/2024,June,"$8,472 ",162
Van Tuxwell,New Zealand,Eclairs,03/Jan/2024,January,"$5,775 ",178
Mallorie Waber,UK,Drinking Coco,27/May/2024,May,"$3,780 ",97
Oby Sorrel,UK,Milk Bars,07/Nov/2024,November,"$6,831 ",243
Karlen McCaffrey,New Zealand,Mint Chip Choco,03/Feb/2024,February,"$4,835 ",63
Jehu Rudeforth,USA,Raspberry Choco,03/Apr/2024,April,"$8,120 ",143
Kelci Walkden,UK,85% Dark Bars,23/Jun/2024,June,"$4,812 ",242
Kelci Walkden,USA,Almond Choco,27/Jan/2024,January,"$5,930 ",252
Marney O'Breen,Canada,Orange Choco,14/Jan/2024,January,"$3,040 ",426
Dennison Crosswaite,India,Fruit & Nut Bars,29/Jul/2024,July,"$1,127 ",23
Brien Boise,Canada,Smooth Sliky Salty,13/May/2024,May,"$6,052 ",490
Barr Faughny,Canada,Baker's Choco Chips,02/Mar/2024,March,"$12,279 ",162
Brien Boise,India,Smooth Sliky Salty,27/May/2024,May,"$7,092 ",28
Jan Morforth,Australia,Drinking Coco,18/Feb/2024,February,"$3,161 ",25
Brien Boise,India,Spicy Special Slims,28/Jan/2024,January,"$1,408 ",35
Van Tuxwell,UK,Eclairs,29/Jun/2024,June,"$5,777 ",114
Wilone O'Kielt,India,Caramel Stuffed Bars,13/Jan/2024,January,"$4,891 ",274
Jehu Rudeforth,UK,After Nines,27/Jun/2024,June,"$2,048 ",172
Barr Faughny,Canada,White Choc,29/Mar/2024,March,"$4,590 ",1
Gunar Cockshoot,India,Organic Choco Syrup,06/Mar/2024,March,"$8,666 ",162
Mallorie Waber,Canada,Smooth Sliky Salty,21/Mar/2024,March,"$2,202 ",97
Mallorie Waber,India,Eclairs,04/Dec/2024,December,"$11,720 ",48
Rafaelita Blaksland,Australia,Raspberry Choco,19/Jan/2024,January,"$7,885 ",266
Karlen McCaffrey,UK,50% Dark Bites,04/Jun/2024,June,"$3,858 ",303
Kaine Padly,Australia,50% Dark Bites,08/Feb/2024,February,"$10,124 ",84
Gigi Bohling,Australia,Eclairs,04/Dec/2024,December,"$8,171 ",137
Oby Sorrel,India,Drinking Coco,21/Jul/2024,July,"$19,391 ",141
Van Tuxwell,New Zealand,Baker's Choco Chips,22/Mar/2024,March,"$10,197 ",24
Husein Augar,India,Peanut Butter Cubes,05/Sep/2024,September,"$5,188 ",5
Andria Kimpton,Australia,Baker's Choco Chips,08/Sep/2024,September,$350 ,117
Madelene Upcott,Canada,Choco Coated Almonds,20/Jul/2024,July,"$3,766 ",300
Brien Boise,India,70% Dark Bites,14/Apr/2024,April,"$4,888 ",435
Jehu Rudeforth,Canada,White Choc,25/Jan/2024,January,"$5,230 ",142
Andria Kimpton,Australia,Almond Choco,25/Apr/2024,April,"$3,790 ",168
Dotty Strutley,Canada,After Nines,17/Jan/2024,January,$302 ,233
Karlen McCaffrey,USA,Eclairs,15/Aug/2024,August,"$1,017 ",123
Karlen McCaffrey,Canada,Fruit & Nut Bars,06/Feb/2024,February,$241 ,17
Gunar Cockshoot,USA,85% Dark Bars,30/Jun/2024,June,"$8,347 ",138
Dotty Strutley,New Zealand,Raspberry Choco,02/Oct/2024,October,"$6,292 ",88
Marney O'Breen,Canada,Caramel Stuffed Bars,23/Feb/2024,February,"$1,544 ",674
Dennison Crosswaite,India,Organic Choco Syrup,27/Jan/2024,January,"$9,745 ",225
Camilla Castle,UK,Mint Chip Choco,26/May/2024,May,"$5,415 ",325
Brien Boise,USA,70% Dark Bites,14/Apr/2024,April,"$1,898 ",22
Madelene Upcott,Australia,99% Dark & Pure,08/Jan/2024,January,"$4,911 ",163
Mallorie Waber,Australia,Eclairs,22/Aug/2024,August,"$11,293 ",219
Marney O'Breen,India,99% Dark & Pure,22/Jul/2024,July,"$12,398 ",161
Husein Augar,USA,Fruit & Nut Bars,28/Apr/2024,April,"$1,509 ",28
Kelci Walkden,Australia,Almond Choco,30/May/2024,May,"$5,869 ",354
Ches Bonnell,USA,Milk Bars,21/Jul/2024,July,"$2,770 ",159
Jan Morforth,UK,Caramel Stuffed Bars,08/Feb/2024,February,"$3,542 ",494
Brien Boise,New Zealand,70% Dark Bites,15/Jun/2024,June,"$7,624 ",139
Oby Sorrel,India,85% Dark Bars,07/May/2024,May,"$9,928 ",130
Kaine Padly,New Zealand,Smooth Sliky Salty,04/Dec/2024,December,$8 ,548
Gigi Bohling,Australia,70% Dark Bites,18/Aug/2024,August,"$1,625 ",103
Jan Morforth,UK,50% Dark Bites,01/Dec/2024,December,"$6,302 ",287
Gunar Cockshoot,Canada,White Choc,08/Nov/2024,November,"$8,578 ",15
Jehu Rudeforth,Australia,Spicy Special Slims,13/Jan/2024,January,"$5,574 ",372
Husein Augar,UK,Baker's Choco Chips,29/Apr/2024,April,"$3,466 ",133
Rafaelita Blaksland,New Zealand,After Nines,07/Jul/2024,July,"$1,246 ",90
Madelene Upcott,New Zealand,Mint Chip Choco,03/Nov/2024,November,"$8,889 ",4
Madelene Upcott,UK,70% Dark Bites,16/Feb/2024,February,"$5,932 ",243
Barr Faughny,Australia,Organic Choco Syrup,01/Jul/2024,July,"$2,621 ",34
Beverie Moffet,New Zealand,Drinking Coco,01/Dec/2024,December,"$1,284 ",560
Beverie Moffet,India,Eclairs,06/Sep/2024,September,"$11,034 ",155
Andria Kimpton,India,Eclairs,16/May/2024,May,"$2,413 ",82
Gigi Bohling,UK,85% Dark Bars,23/Jun/2024,June,"$13,136 ",90
Roddy Speechley,UK,Raspberry Choco,28/Jan/2024,January,"$14,298 ",211
Dotty Strutley,UK,Mint Chip Choco,14/Jul/2024,July,"$2,838 ",212
Barr Faughny,Canada,Drinking Coco,18/Apr/2024,April,"$7,496 ",259
Oby Sorrel,USA,Milk Bars,14/Jun/2024,June,"$1,815 ",79
Oby Sorrel,UK,Orange Choco,15/Apr/2024,April,"$8,250 ",228
Curtice Advani,Canada,Peanut Butter Cubes,19/May/2024,May,"$5,606 ",64
Gigi Bohling,India,White Choc,13/Apr/2024,April,"$1,563 ",179
Husein Augar,Canada,Choco Coated Almonds,15/Aug/2024,August,"$3,997 ",411
Wilone O'Kielt,India,Choco Coated Almonds,22/Aug/2024,August,"$3,284 ",230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/Apr/2024,April,"$4,610 ",58
Kaine Padly,UK,Choco Coated Almonds,08/Mar/2024,March,"$9,412 ",123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,01/Apr/2024,April,$427 ,249
Kelci Walkden,Canada,After Nines,13/Jan/2024,January,"$19,449 ",204
Van Tuxwell,Australia,Baker's Choco Chips,05/Nov/2024,November,"$14,122 ",32
Husein Augar,New Zealand,Peanut Butter Cubes,16/Feb/2024,February,"$2,257 ",231
Kaine Padly,UK,Caramel Stuffed Bars,20/May/2024,May,"$11,334 ",72
Jehu Rudeforth,UK,Drinking Coco,02/Mar/2024,March,"$7,866 ",436
Beverie Moffet,India,Manuka Honey Choco,05/Jun/2024,June,"$11,462 ",172
Gunar Cockshoot,UK,Choco Coated Almonds,30/Jun/2024,June,"$6,155 ",132
Gunar Cockshoot,UK,Smooth Sliky Salty,22/Mar/2024,March,$868 ,143
Camilla Castle,Canada,Orange Choco,17/Feb/2024,February,"$9,056 ",58
Jehu Rudeforth,UK,85% Dark Bars,07/Jul/2024,July,"$6,569 ",66
Oby Sorrel,UK,70% Dark Bites,16/Mar/2024,March,"$7,431 ",180
Kelci Walkden,UK,99% Dark & Pure,08/Dec/2024,December,"$3,673 ",124
Gigi Bohling,New Zealand,After Nines,21/Jan/2024,January,"$6,465 ",189
Oby Sorrel,Australia,50% Dark Bites,05/Jun/2024,June,$814 ,163
Oby Sorrel,Canada,50% Dark Bites,24/Jun/2024,June,"$7,302 ",134
Barr Faughny,USA,White Choc,05/May/2024,May,"$8,523 ",171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/Mar/2024,March,"$3,823 ",85
Curtice Advani,Australia,Caramel Stuffed Bars,14/Feb/2024,February,"$10,219 ",139
Curtice Advani,New Zealand,85% Dark Bars,05/Dec/2024,December,"$5,798 ",206
Barr Faughny,New Zealand,Smooth Sliky Salty,25/Jan/2024,January,"$4,487 ",184
Ches Bonnell,UK,85% Dark Bars,28/Jun/2024,June,"$17,238 ",13
Dennison Crosswaite,Australia,Drinking Coco,13/Jul/2024,July,"$7,497 ",184
Roddy Speechley,USA,Milk Bars,16/May/2024,May,"$3,034 ",245
Jan Morforth,India,After Nines,14/Mar/2024,March,"$6,795 ",177
Gunar Cockshoot,USA,After Nines,15/Aug/2024,August,"$4,273 ",280
Ches Bonnell,India,Orange Choco,16/Feb/2024,February,"$1,413 ",278
Mallorie Waber,UK,Manuka Honey Choco,15/Jun/2024,June,"$9,853 ",43
Barr Faughny,Australia,Raspberry Choco,27/May/2024,May,"$10,744 ",105
Wilone O'Kielt,USA,Drinking Coco,14/Jun/2024,June,"$1,214 ",101
Wilone O'Kielt,India,Eclairs,25/Feb/2024,February,"$4,264 ",80
Wilone O'Kielt,India,After Nines,08/Apr/2024,April,"$13,808 ",270
Kelci Walkden,India,99% Dark & Pure,28/Jun/2024,June,"$2,412 ",248
Gunar Cockshoot,Canada,Spicy Special Slims,04/May/2024,May,"$14,603 ",12
Madelene Upcott,Canada,Peanut Butter Cubes,07/May/2024,May,"$17,814 ",120
Kaine Padly,New Zealand,Eclairs,20/Jan/2024,January,"$14,346 ",48
Ches Bonnell,New Zealand,Drinking Coco,16/Feb/2024,February,"$10,010 ",144
Curtice Advani,UK,Drinking Coco,07/Dec/2024,December,$494 ,186
Kelci Walkden,India,Raspberry Choco,16/Jun/2024,June,"$9,119 ",253
Dotty Strutley,Australia,Choco Coated Almonds,13/Apr/2024,April,"$1,751 ",293
Kaine Padly,UK,50% Dark Bites,21/Feb/2024,February,"$3,402 ",69
Roddy Speechley,Canada,Choco Coated Almonds,05/Nov/2024,November,"$6,841 ",237
Ches Bonnell,India,50% Dark Bites,15/Apr/2024,April,"$12,584 ",328
Oby Sorrel,Canada,Peanut Butter Cubes,06/Jul/2024,July,"$14,291 ",179
Oby Sorrel,UK,White Choc,27/Jun/2024,June,"$1,998 ",303
Barr Faughny,India,After Nines,29/Jul/2024,July,"$9,558 ",117
Wilone O'Kielt,Canada,Smooth Sliky Salty,06/Feb/2024,February,"$5,595 ",174
Rafaelita Blaksland,India,Mint Chip Choco,26/Jan/2024,January,"$16,521 ",84
Rafaelita Blaksland,Canada,99% Dark & Pure,03/Feb/2024,February,"$5,546 ",139
Van Tuxwell,Australia,70% Dark Bites,01/Oct/2024,October,"$8,261 ",108
Beverie Moffet,USA,70% Dark Bites,27/Jun/2024,June,"$2,636 ",110
Barr Faughny,Canada,Orange Choco,30/Jun/2024,June,"$8,285 ",18
Roddy Speechley,Australia,85% Dark Bars,07/Aug/2024,August,"$4,590 ",78
Oby Sorrel,India,Spicy Special Slims,06/Aug/2024,August,"$13,189 ",95
Jan Morforth,UK,Manuka Honey Choco,18/Aug/2024,August,"$3,768 ",212
Kaine Padly,Australia,After Nines,04/Aug/2024,August,"$7,963 ",293
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/Aug/2024,August,"$3,665 ",191
Wilone O'Kielt,UK,Milk Bars,26/Aug/2024,August,$335 ,66
Oby Sorrel,Canada,Fruit & Nut Bars,14/Jan/2024,January,"$2,188 ",159
Dennison Crosswaite,USA,Baker's Choco Chips,08/Nov/2024,November,"$18,482 ",295
Madelene Upcott,USA,Almond Choco,31/May/2024,May,"$11,864 ",24
Van Tuxwell,New Zealand,50% Dark Bites,07/Nov/2024,November,"$4,332 ",10
Karlen McCaffrey,Canada,Caramel Stuffed Bars,03/Feb/2024,February,"$3,653 ",327
Madelene Upcott,Australia,Raspberry Choco,13/Jul/2024,July,"$7,024 ",89
Rafaelita Blaksland,UK,Spicy Special Slims,08/Mar/2024,March,"$10,002 ",132
Curtice Advani,UK,Peanut Butter Cubes,03/Jan/2024,January,"$16,461 ",171
Kelci Walkden,New Zealand,White Choc,13/Apr/2024,April,"$8,575 ",165
Beverie Moffet,Canada,Fruit & Nut Bars,14/Feb/2024,February,"$12,191 ",177
Mallorie Waber,India,White Choc,26/Jul/2024,July,$969 ,233
Brien Boise,UK,Drinking Coco,27/Jan/2024,January,"$6,499 ",143
Jehu Rudeforth,India,Peanut Butter Cubes,14/Apr/2024,April,$34 ,487
Oby Sorrel,USA,Almond Choco,19/May/2024,May,"$7,641 ",154
Husein Augar,India,Eclairs,02/Sep/2024,September,"$5,597 ",62
Brien Boise,UK,Spicy Special Slims,25/May/2024,May,"$2,640 ",59
Oby Sorrel,Australia,Manuka Honey Choco,26/Jan/2024,January,"$4,627 ",78
Beverie Moffet,India,White Choc,07/Apr/2024,April,"$1,900 ",297
Ches Bonnell,India,Almond Choco,13/Apr/2024,April,"$13,315 ",72
Gigi Bohling,Australia,Smooth Sliky Salty,25/Jan/2024,January,"$6,359 ",121
Camilla Castle,USA,85% Dark Bars,25/Apr/2024,April,"$2,645 ",83
Camilla Castle,USA,Eclairs,06/Oct/2024,October,"$4,880 ",427
Madelene Upcott,New Zealand,White Choc,22/Aug/2024,August,"$11,573 ",51
Van Tuxwell,India,After Nines,27/Jun/2024,June,"$15,627 ",225
Husein Augar,India,Orange Choco,30/Jun/2024,June,"$4,781 ",38
Jehu Rudeforth,India,Almond Choco,30/Aug/2024,August,"$11,793 ",101
Karlen McCaffrey,Australia,Raspberry Choco,23/Aug/2024,August,"$1,061 ",58
Camilla Castle,New Zealand,99% Dark & Pure,26/Aug/2024,August,"$2,500 ",44
Gigi Bohling,Australia,Orange Choco,03/Sep/2024,September,$676 ,158
Kelci Walkden,UK,Drinking Coco,20/Apr/2024,April,"$1,886 ",23
Mallorie Waber,Canada,Caramel Stuffed Bars,06/Oct/2024,October,"$5,094 ",524
Husein Augar,Australia,Organic Choco Syrup,02/Aug/2024,August,"$1,019 ",157
Brien Boise,Australia,White Choc,25/Aug/2024,August,"$5,617 ",23
Dotty Strutley,India,Peanut Butter Cubes,16/Feb/2024,February,"$10,462 ",78
Dennison Crosswaite,UK,99% Dark & Pure,30/May/2024,May,"$12,842 ",26
Gigi Bohling,New Zealand,50% Dark Bites,29/Jun/2024,June,"$6,723 ",67
Gigi Bohling,USA,Milk Bars,16/Jun/2024,June,$521 ,127
Brien Boise,UK,Caramel Stuffed Bars,03/Apr/2024,April,"$3,106 ",159
Curtice Advani,New Zealand,Peanut Butter Cubes,15/Mar/2024,March,"$1,684 ",419
Curtice Advani,New Zealand,50% Dark Bites,27/Jan/2024,January,"$11,226 ",84
Beverie Moffet,Canada,Drinking Coco,07/May/2024,May,"$1,173 ",124
Barr Faughny,USA,Caramel Stuffed Bars,29/Mar/2024,March,"$3,917 ",287
Mallorie Waber,Canada,Almond Choco,05/Dec/2024,December,"$4,871 ",33
Oby Sorrel,USA,Drinking Coco,03/Nov/2024,November,"$9,307 ",48
Brien Boise,New Zealand,Eclairs,07/Nov/2024,November,"$5,270 ",323
Gunar Cockshoot,New Zealand,Choco Coated Almonds,08/Jan/2024,January,"$14,722 ",61
Gunar Cockshoot,UK,Spicy Special Slims,16/Feb/2024,February,"$13,445 ",197
Curtice Advani,USA,After Nines,13/Apr/2024,April,"$14,886 ",248
Oby Sorrel,India,Choco Coated Almonds,14/Feb/2024,February,$53 ,371
Ches Bonnell,Australia,Peanut Butter Cubes,14/Mar/2024,March,"$11,768 ",68
Oby Sorrel,Australia,Spicy Special Slims,26/Apr/2024,April,"$12,898 ",25
Jehu Rudeforth,Canada,Manuka Honey Choco,04/May/2024,May,"$3,868 ",214
Camilla Castle,Canada,Drinking Coco,03/Mar/2024,March,"$13,524 ",253
Kaine Padly,USA,Spicy Special Slims,13/Jun/2024,June,"$2,319 ",189
Marney O'Breen,New Zealand,70% Dark Bites,14/Feb/2024,February,"$9,037 ",377
Roddy Speechley,New Zealand,99% Dark & Pure,18/Apr/2024,April,"$8,906 ",201
Oby Sorrel,New Zealand,85% Dark Bars,02/Jan/2024,January,"$4,041 ",423
Dotty Strutley,New Zealand,Orange Choco,08/Apr/2024,April,"$2,204 ",145
Andria Kimpton,New Zealand,Almond Choco,04/May/2024,May,"$7,037 ",172
Karlen McCaffrey,Australia,99% Dark & Pure,26/Jan/2024,January,"$12,285 ",175
Kaine Padly,UK,After Nines,21/Jan/2024,January,"$21,813 ",183
Kaine Padly,Canada,After Nines,22/Aug/2024,August,"$6,708 ",187
Kaine Padly,UK,Drinking Coco,27/Jan/2024,January,"$2,514 ",226
Rafaelita Blaksland,UK,50% Dark Bites,16/Feb/2024,February,"$11,491 ",71
Dotty Strutley,USA,Raspberry Choco,01/Mar/2024,March,"$3,763 ",49
Karlen McCaffrey,USA,White Choc,24/Aug/2024,August,"$5,158 ",2
Oby Sorrel,USA,Spicy Special Slims,02/Jul/2024,July,"$6,661 ",418
Mallorie Waber,Australia,Smooth Sliky Salty,02/Nov/2024,November,"$4,786 ",107
Kaine Padly,Canada,Organic Choco Syrup,29/Mar/2024,March,"$6,798 ",82
Marney O'Breen,USA,Peanut Butter Cubes,15/Jun/2024,June,$782 ,348
Dennison Crosswaite,UK,Smooth Sliky Salty,26/Apr/2024,April,$653 ,136
Brien Boise,Australia,Organic Choco Syrup,15/Jul/2024,July,"$4,769 ",281
Beverie Moffet,India,Organic Choco Syrup,23/Jun/2024,June,"$1,124 ",19
Dennison Crosswaite,Australia,Baker's Choco Chips,01/Nov/2024,November,"$16,435 ",425
Beverie Moffet,UK,50% Dark Bites,02/Sep/2024,September,"$2,922 ",289
Van Tuxwell,UK,Almond Choco,06/Jun/2024,June,"$12,124 ",222
Dotty Strutley,UK,Caramel Stuffed Bars,08/Oct/2024,October,"$6,449 ",244
Wilone O'Kielt,Australia,Smooth Sliky Salty,01/Apr/2024,April,"$2,588 ",44
Andria Kimpton,Canada,70% Dark Bites,04/Aug/2024,August,"$12,109 ",16
Barr Faughny,UK,Milk Bars,03/Feb/2024,February,"$4,482 ",467
Van Tuxwell,Canada,Drinking Coco,15/Jun/2024,June,"$5,295 ",679
Jehu Rudeforth,Australia,After Nines,14/Feb/2024,February,"$5,513 ",46
Husein Augar,UK,After Nines,07/May/2024,May,"$3,707 ",392
Barr Faughny,India,Mint Chip Choco,01/Dec/2024,December,"$7,899 ",461
Curtice Advani,India,Mint Chip Choco,03/Mar/2024,March,"$9,813 ",100
Jehu Rudeforth,New Zealand,Milk Bars,18/May/2024,May,"$2,846 ",197
Gunar Cockshoot,India,Caramel Stuffed Bars,28/Jul/2024,July,"$2,942 ",220
Curtice Advani,UK,Manuka Honey Choco,02/Jul/2024,July,"$1,970 ",114
Andria Kimpton,India,Orange Choco,30/May/2024,May,$340 ,452
Mallorie Waber,Australia,Raspberry Choco,25/Apr/2024,April,"$8,818 ",29
Beverie Moffet,Canada,85% Dark Bars,16/Feb/2024,February,"$6,830 ",46
Kelci Walkden,Australia,Drinking Coco,05/Apr/2024,April,"$1,370 ",58
Van Tuxwell,Canada,70% Dark Bites,06/Feb/2024,February,"$7,731 ",77
Dennison Crosswaite,USA,Caramel Stuffed Bars,07/Nov/2024,November,"$2,757 ",463
Beverie Moffet,New Zealand,Spicy Special Slims,06/Jul/2024,July,$70 ,63
Jan Morforth,UK,Almond Choco,07/Jun/2024,June,"$10,817 ",151
Husein Augar,India,Raspberry Choco,15/Jun/2024,June,"$11,595 ",153
Dotty Strutley,India,Mint Chip Choco,14/Apr/2024,April,"$1,375 ",231
Camilla Castle,India,Drinking Coco,08/Aug/2024,August,$504 ,167
Marney O'Breen,UK,Drinking Coco,29/Mar/2024,March,"$1,135 ",27
Roddy Speechley,Australia,Organic Choco Syrup,07/Apr/2024,April,"$4,375 ",79
Ches Bonnell,India,99% Dark & Pure,16/Feb/2024,February,$537 ,102
Rafaelita Blaksland,Canada,Spicy Special Slims,05/Feb/2024,February,"$2,702 ",164
Van Tuxwell,India,Eclairs,21/Jul/2024,July,"$11,064 ",104
Gunar Cockshoot,Australia,99% Dark & Pure,18/Aug/2024,August,"$8,862 ",226
Kaine Padly,USA,85% Dark Bars,22/Jun/2024,June,$565 ,256
Camilla Castle,UK,Peanut Butter Cubes,19/Jul/2024,July,"$5,268 ",120
Madelene Upcott,UK,Peanut Butter Cubes,08/Dec/2024,December,"$8,698 ",89
Madelene Upcott,USA,Choco Coated Almonds,06/Jul/2024,July,"$6,026 ",137
Marney O'Breen,Canada,Peanut Butter Cubes,03/Aug/2024,August,"$7,033 ",87
Ches Bonnell,Australia,Choco Coated Almonds,04/Aug/2024,August,"$1,573 ",176
